registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
47434;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;2.3;2.3;0.2;1.06;93985;99624;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;Instalación de triturado para cama de placa fondo pozo 9A-ABS:895.00-900.00;2
47433;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;2.3;2.3;3.26;17.25;4819;83128;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;Excavación mecánica para instalación de placa fondo pozo #9A entre cámara DB200 y pozo 9-ABS:895.00-900.00;2
47432;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;6.65;1.3;2;17.29;59152;1022738;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;Instalación de material granular B200 para lleno de tubería de 27 novafort -ABS:895.00-900.00;2
47431;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6.65;1.3;0.136;1.18;93985;110902;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;Instalación de lleno de tubería de 27 novafort al ⅓ hasta lomo -ABS:895.00-900.00;2
47430;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6.65;1.3;0.272;2.35;93985;220865;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;"Instalación de triturado para atraque de tubería de 27"" novafort ⅔-ABS:895.00-900.00";2
47429;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-044;"TUBERIA PVC  U.M. EXT/INT LISO NORMA NTC 5070 D=27"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;7.3;0;0;7.3;467345;3411619;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;"Instalación de tubería de 27"" novafort -ABS:895.00-900.00";2
47428;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6.65;1.3;0.15;1.3;93985;122181;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;"Instalación de triturado para cama de tubería de 27"".novafort -ABS:895.00-900.00";2
47421;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;895;900;1001257;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;6.65;1.3;3.13;27.06;4819;130402;OCCIDENTAL;Cámara DB200 ;Pozo#9A;474085;TRAMO 1;"Excavación mecánica para instalación de tubería de 27"" novafort -ABS:895.00-900.00";2
47404;67;255;6.REDES DE ACUEDUCTO;idu;332;332;1001348;NP-395;"AACOMETIDA DOMICILIARIA  ACUEDUCTO DE 8"" A 1/2"" (INCLUYE COLLARIN,  REGISTRO INCOPORACION, 2MTS DE MANGUERA, RGISTRO ANTI FRAUDE, REGISTRO DE PASO Y ACOPLES Y CAJILLA PLASTICA)";UN;1;0;0;1;385828;385828;ORIENTAL;CALLE 170;CALLE 175;92086798;TRAMO 1;"ACOMETIDA DOMICILIARIA PARA PREDIO 42158 8"" X 1"" -ABS:332.00-332.00";2
47397;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;1759;1772.5;1000490;NP-007;Subbase Granular Clase A.(SGBG-A) Con reciclado de concreto hidraulico. (suministro, Extendido Manual , Humedecimiento y Compacatacion con vibrocompactador);m3;12.5;1.2;0.28;4.2;122300;513660;OCCIDENTAL;Pz69a;Pz70;525286;TRAMO 2;Lleno a ⅔ con material tipo-c con rcd para tubería -ABS:1,759.00-1,772.50;2
47396;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;1759;1772.5;1000490;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;12.5;1.2;0.14;2.1;93985;197369;OCCIDENTAL;Pz69a;Pz70;525286;TRAMO 2;Instalación de material triturado a ⅓ de tubería -ABS:1,759.00-1,772.50;2
47395;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;1759;1772.5;1000490;7.20.;"TUBERIA CONCRETO ALTA RESISTENCIA D= 14"" (INCLUYE SUMINISTRO, INSTALACIÓN Y MORTERO 2000 PSI PARA RECUBRIMIENTO DE JUNTA).";ML;12.5;0;0;12.5;290594;3632425;OCCIDENTAL;Pz69a;Pz70;525286;TRAMO 2;"Instalación de tubería de 14"" en concreto extra reforzado (10 tubos 34 al 44)-ABS:1,759.00-1,772.50";2
47394;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;1759;1772.5;1000490;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;12.5;1.2;0.1;1.5;93985;140978;OCCIDENTAL;Pz69a;Pz70;525286;TRAMO 2;Instalación de material triturado para cama de tubería -ABS:1,759.00-1,772.50;2
47392;67;255;6.REDES DE ACUEDUCTO;idu;913;918;1001222;NP-458;ACERO FY 4200KGF/CM2 CAMARA (SUMINISTRO E INSTALACION ACERO FIGURADO. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;2275;0;0;2275;8025;18256875;OCCIDENTAL;KR 9 CL 180 A CL 181;Válvula directa ;92086832;TRAMO 1;Acero para construcción de camara ;2
47391;67;255;6.REDES DE ACUEDUCTO;idu;919;925;1001222;NP-458;ACERO FY 4200KGF/CM2 CAMARA (SUMINISTRO E INSTALACION ACERO FIGURADO. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;2341;0;0;2341;8025;18786525;OCCIDENTAL;Sonda ;Sonda;92086832;TRAMO 1;acero para construcción de camara ;2
47390;67;255;6.REDES DE ACUEDUCTO;idu;910;915;1001222;NP-458;ACERO FY 4200KGF/CM2 CAMARA (SUMINISTRO E INSTALACION ACERO FIGURADO. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;1109;0;0;1109;8025;8899725;OCCIDENTAL;KR 9 CL 180 A CL 181;KR 9 CL 180 A CL 181;92086832;TRAMO 1;ACERO PARA CONSTRUCCION DE CAMARA ;2
47389;67;255;6.REDES DE ACUEDUCTO;idu;900;900;1001222;NP-458;ACERO FY 4200KGF/CM2 CAMARA (SUMINISTRO E INSTALACION ACERO FIGURADO. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;-4067.4;0;0;-4067.4;8025;-32640885;OCCIDENTAL;CLL 180;CLL 180;91062404;TRAMO 1;DEVOLUCION DE ADELANTO DE ACERO PARA HACER EL COBRO CORRESPONDIENTE DE CADA CAMARA ;2
47388;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-459;SUMINISTRO, MANEJO E INSTALACION DE ACERO PILOTES INCLUYE SOLDADURAS. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;298.52;0;0;298.52;22361;6675206;OCCIDENTAL;.;.;503554;TRAMO 1;CANASTA DE ACERO PARA PILOTE #6;2
47387;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-459;SUMINISTRO, MANEJO E INSTALACION DE ACERO PILOTES INCLUYE SOLDADURAS. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;298.52;0;0;298.52;22361;6675206;OCCIDENTAL;.;.;503554;TRAMO 1;CANASTA DE ACERO PARA PILOTE #5;2
47386;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-459;SUMINISTRO, MANEJO E INSTALACION DE ACERO PILOTES INCLUYE SOLDADURAS. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.;KG;298.52;0;0;298.52;22361;6675206;OCCIDENTAL;.;.;503554;TRAMO 1;CANASTA DE ACERO PARA PILOTE #4;2
47385;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-446;"PILOTE PRE EXCAVADO  D= 0.5 CONCRETO TREMI 4000 PSI CON VELOCIDAD DE EXCAVACION CONTROLADA. INCLUYE: MOVILIZACION DE EQUIPOS; RETIRO DE LODOS; CONTROL TOPOGRAFICO DE LA TUBERIA DE RED MATRIZ. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.";ML;16;0;0;16;705754;11292064;OCCIDENTAL;.;.;503554;TRAMO 1;FUNDIDA DE PILOTE #6;2
47384;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-446;"PILOTE PRE EXCAVADO  D= 0.5 CONCRETO TREMI 4000 PSI CON VELOCIDAD DE EXCAVACION CONTROLADA. INCLUYE: MOVILIZACION DE EQUIPOS; RETIRO DE LODOS; CONTROL TOPOGRAFICO DE LA TUBERIA DE RED MATRIZ. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.";ML;16;0;0;16;705754;11292064;OCCIDENTAL;.;.;503554;TRAMO 1;FUNDIDA DE PILOTE #5;2
47383;67;255;6.REDES DE ACUEDUCTO;idu;250;250;1001348;NP-446;"PILOTE PRE EXCAVADO  D= 0.5 CONCRETO TREMI 4000 PSI CON VELOCIDAD DE EXCAVACION CONTROLADA. INCLUYE: MOVILIZACION DE EQUIPOS; RETIRO DE LODOS; CONTROL TOPOGRAFICO DE LA TUBERIA DE RED MATRIZ. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR.";ML;16;0;0;16;705754;11292064;OCCIDENTAL;.;.;503554;TRAMO 1;FUNDIDA DE PILOTE #4;2
47382;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;NP-335;PERFORACION MECANICA EN SUELO BLANDO DE 0 a 30m. Incluye descripción visual de estratos encontrados, lecturas decampo, SPT, Veleta, tipo y profundidad de las muestras recuperadas, datos nivel freático, muestras inalteradas en tubo Shelby y/o muestreador de pistón (INCLUYE IVA NO INCLUYE FACTOR MULTIPLICADOR).;ML;30;0;0;30;378766;11362980;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;PERFORACION MECANICA EN SUELO BLANDO DE 0 A 30M. INCLUYE DESCRIPCIÓN VISUAL DE ESTRATOS ENCONTRADOS, LECTURAS DE CAMPO, SPT, VELETA, TIPO Y PROFUNDIDAD DE LAS MUESTRAS RECUPERADAS, DATOS NIVEL FREÁTICO, MUESTRAS INALTERADAS EN TUBO SHELBY Y/O MUESTREADOR DE PISTÓN-ABS:1,950.00-2,340.00;2
47381;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;NP-320;CORTE DIRECTO EN CONDICIÓN CD, CONSOLIDADA - DRENADA (3 PUNTOS). Norma técnica: INV E 154-13 NTC 1917-00 ASTM D3080/D3080M - 11. (INCLUYE IVA NO INCLUYE FACTOR MULTIPLICADOR);UND;4;0;0;4;469125;1876500;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;ENSAYO DE CORTE DIRECTO EN CONDICIÓN CONSOLIDADA NO DRENADA, PARA SUELOS COHESIVOS (CU)-ABS:1,950.00-2,340.00;2
47380;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;NP-002;DETERMINACION DE LOS TAMAÑOS DE LAS PARTICULAS DE LOS SUELOS (GRANULOMETRIA POR TAMIZADO E HIDROMETRIA);UN;17;0;0;17;182919;3109623;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;DETERMINACIÓN DE LOS TAMAÑOS DE LAS PARTÍCULAS DELOS SUELOS (GRANULOMETRÍA POR TAMIZADO E HIDROMETRÍA)-ABS:1,950.00-2,340.00;2
47379;67;255;14.ENSAYOS DE LABORATORIO;idu;1950;2340;1000259;NP-001;ENSAYO CON PIEZOMETRO CPTU;UN;15;0;0;15;247430;3711450;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;ENSAYOS CON PIEZOCONO CPTU*-ABS:1,950.00-2,340.00;2
47378;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;8015;COMPRESIÓN INCONFINADA EN MUESTRAS DE SUELO. Norma técnica: INV E 152-13 NTC-1527-00 ASTM D2166 / D2166M - 16.;UN;5;0;0;5;60204;301020;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;COMPRESIÓN INCONFINADA EN MUESTRA DE SUELO-ABS:1,950.00-2,340.00;2
47376;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;7489;DETERMINACIÓN DE LA DENSIDAD (PESO UNITARIO) DE MUESTRAS DE SUELO. Norma técnica: ASTM D7263 - 09(2018).;UN;9;0;0;9;25158;226422;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;DETERMINACIÓN DE LA DENSIDAD (PESO UNITARIO) DE MUESTRAS DE SUELO-ABS:1,950.00-2,340.00;2
47375;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;7502;CONSOLIDACIÓN UNIDIMENSIONAL DE SUELOS - MÉTODO A (LENTA). Norma técnica: INV E 151-13 NTC-1917-00 ASTM D2435 / D2435M - 11.;UN;6;0;0;6;498667;2992002;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;CONSOLIDACIÓN LENTA CON 6 CICLOS DE CARGA Y 3 DESCARGAS-ABS:1,950.00-2,340.00;2
47374;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;7495;DETERMINACIÓN LÍMITE LÍQUIDO, LÍMITE PLÁSTICO E ÍNDICE DE PLASTICIDAD DE SUELOS;UN;17;0;0;17;51363;873171;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;DETERMINACIÓN LÍMITE LÍQUIDO, LÍMITE PLÁSTICO E ÍNDICE DE PLASTICIDAD DE SUELOS-ABS:1,950.00-2,340.00;2
47373;67;255;15. ENSAYOS DE LABORATORIO PONTONES Y CAMARAS DE RED MATRIZ;idu;1950;2340;1000259;8109;DETERMINACIÓN EN EL LABORATORIO DEL CONTENIDO DE AGUA (HUMEDAD) DE MUESTRAS DE SUELO, ROCA Y MEZCLAS DE SUELO - AGREGADO. Norma técnica: INV E 122-13 NTC-1495- 13 ASTM D2216 - 10.;UN;17;0;0;17;13182;224094;OCCIDENTAL;CALLE 189;CALLE 192;91062393;TRAMO 2;DETERMINACIÓN EN EL LABORATORIO DEL CONTENIDO DE AGUA (HUMEDAD) DE MUESTRAS DE SUELO, ROCA Y MEZCLAS DE SUELO -AGREGADO-ABS:1,950.00-2,340.00;2
47372;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;925;926;1001222;NP-471;EXCAVACION MIXTA - MECANICA A 0.6M DE PROFUNDIDAD Y MANUAL HASTA 1.6 M INCLUYE RETROEXCAVADORA Y PROTECCION DE TUBERIA DE RED MATRIZ. Y DE BOX CULVERT EXISTENTE. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR PARA PROTECCION BOX CULVERT CALLE 175 Y CALLE 180.;M3;1103.23;0;0;1103.23;45144;49804215;CENTRAL;Pilote #26;Pilote #26;91042454;TRAMO 1;excavacion correspondiente al ponton longitudinal   CANTIDAD TOTAL DESDE EL MOD 1 HASTA EL MOD 11 = 1147.73(VOLUMEN SIN DESCUENTO)-44.5 (DESCUENTO DE 168 PILOTESCON UNA ALTURA DE 1.35M)= 1,103.23 ;2
47364;67;255;6.REDES DE ACUEDUCTO;idu;879;890.5;1001300;6.44.;"VALVULA COMPUERTA ELASTICA VASTAGO NO ASCENDENTE EXTREMO LISO D=12"" (Suministro e Instalación)";UN;1;0;0;1;3835482;3835482;OCCIDENTAL;KR 9 CL 173 A CL 180;KR 9 CL 173 A CL 180;35001056;TRAMO 1;"Instalación de válvula de 12"" agua potable -ABS:879.00-890.50";2
47363;67;255;6.REDES DE ACUEDUCTO;idu;879;890.5;1001300;NP-025;"UNION DE REPARACION PVC TIPO U.M. D=12"" (SUMINISTRO E INSTALACIÓN)";UN;2;0;0;2;840346;1680692;OCCIDENTAL;KR 9 CL 173 A CL 180;KR 9 CL 173 A CL 180;35001056;TRAMO 1;"Instalación de unión para tubería de 12""-ABS:879.00-890.50";2
47360;67;255;6.REDES DE ACUEDUCTO;idu;879;890.5;1001300;6.12.;"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;10.8;0;0;10.8;312679;3376933;OCCIDENTAL;KR 9 CL 173 A CL 180;KR 9 CL 173 A CL 180;35001056;TRAMO 1;"Instalación de tubería de 12""agua potable -ABS:879.00-890.50";2
47345;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-062;PLACA FONDO D=1.95 M POZO INSPEC. (PREFABRICADA. INCL. SUMIN, INST.);UN;1;0;0;1;1227520;1227520;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;Instalación de placa fondo pozo #10-ABS:898.00-900.00;2
47344;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;2.3;2.3;0.2;1.06;93985;99624;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;Instalación de triturado para cama de placa fondo pozo #10-ABS:898.00-900.00;2
47343;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;2.3;2.3;2.15;11.37;4819;54792;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;Excavación mecánica para instalación de placa fondo pozo #10-ABS:898.00-900.00;2
47342;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;10.52;1.4;1.5;22.09;59152;1306668;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Instalación de material granular B200 para lleno de tubería de 16"" novafort -ABS:898.00-900.00";2
47341;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-008;Subbase Granular Clase C.(SGBG-C) Con reciclado de concreto hidraulico. (suministro, Extendido Manual , Humedecimiento y Compacatacion con vibrocompactador);M3;10.52;1.4;0.104;1.53;121570;186002;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Instalación de material granular para lleno de tubería de 16"" ⅓-ABS:898.00-900.00";2
47340;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;10.52;1.4;0.208;3.06;93985;287594;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Instalación de triturado para atraque de tubería de 16"" novafort ⅔ -ABS:898.00-900.00";2
47339;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-041;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=16"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;11.07;0;0;11.07;154457;1709839;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Instalacion de tubería de 16"" novafort -ABS:898.00-900.00";2
47338;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;10.52;1.4;0.1;1.47;93985;138158;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Instalación de triturado para cama de tubería de 16"" novafort -ABS:898.00-900.00";2
47331;67;255;7.PLUVIAL REDES DE ALCANTARILLADO;idu;898;900;1001257;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;10.52;1.4;1.99;29.31;4819;141245;OCCIDENTAL;Cámara DB200;pozo #10;4600009;TRAMO 1;"Excavación mecánica para instalación de tubería 16"" novafort -ABS:898.00-900.00";2
47310;67;254;7.PLUVIAL REDES DE ALCANTARILLADO;idu;925;926;1001222;NP-479;"SUMINISTRO E INSTALACIÓN DE CONCRETO 3000 PSI RELACIÓN AGUA MATERIAL CEMENTANTE DE &lt; 0,45 IMPERMEABILIZADO INTEGRALMENTE  TIPO PENETRON ADMIX AL 0.8% DEL PESO DEL CEMENTO .PARA PLACAS DE APROXIMACION.  INCLUYE INSTALACION Y FORMALETA. SEGÚN ESPECIFICACION TECNICA Y PROCEDIMIENTO CONSTRUCTIVO PARTICULAR PARA PROTECCION BOX CULVERT CALLE 175 Y CALLE 180";M3;10.27;1;1;10.27;693092;7118055;CENTRAL;Pilote #26;Pilote #26;91042454;TRAMO 1;concreto de 3000PSI para placas de aproximación del modulo 1 (VER FOTO DE REGISTRO);2
47309;67;254;6.REDES DE ACUEDUCTO;idu;1352.4;1387.5;1007124;6.05.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;35.1;0.6;0.9;18.95;59152;1120930;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Relleno de excavación con material seleccionado B200-ABS:1,352.40-1,387.50;2
47308;67;254;6.REDES DE ACUEDUCTO;idu;1352.4;1387.5;1007124;NP-126;"SEÑALIZACIÓN PREVENTIVA PARA REDES DE SERVICIOS PÚBLICOS CON CINTA DE 500 MT X 4"" PELIGRO CALIBRE 3.5  (INCLUYE SUMINISTRO Y COLOCACIÓN)";m;35.1;0;0;35.1;245;8600;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Instalación de cinta de señalización sobre tubería de agua potable -ABS:1,352.40-1,387.50;2
47307;67;254;6.REDES DE ACUEDUCTO;idu;1352.4;1387.5;1007124;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;35.1;0.6;0.248;5.22;83639;436596;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Cama y recubrimiento con arena de peña de protección para tubería de agua potable -ABS:1,352.40-1,387.50;2
47306;67;254;6.REDES DE ACUEDUCTO;idu;1352.4;1387.5;1007124;6.11.;"TUBERIA PVC D=8"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;35.1;0;0;35.1;145554;5108945;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Instalación de tubería de agua potable de 8""-ABS:1,352.40-1,387.50";2
47305;67;254;6.REDES DE ACUEDUCTO;idu;1352.4;1387.5;1007124;6.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;35.1;0.6;1.2;25.27;23261;587805;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Excavación manual para instalación de tubería de agua potable de 8""-ABS:1,352.40-1,387.50";2
47298;67;254;7.PLUVIAL REDES DE ALCANTARILLADO;idu;1358;1358;1007124;7.48.;CONCRETO 3000 PSI PARA REDES (Suministro y Colocación);M3;0.7;0.5;0.4;0.14;468643;65610;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Fundida en concreto de dado de protección para codo HD de 90°-ABS:1,358.00-1,358.00;2
47296;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;NP-126;"SEÑALIZACIÓN PREVENTIVA PARA REDES DE SERVICIOS PÚBLICOS CON CINTA DE 500 MT X 4"" PELIGRO CALIBRE 3.5  (INCLUYE SUMINISTRO Y COLOCACIÓN)";m;7;0;0;7;245;1715;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Instalación de cinta de señalización sobre tubería de agua potable -ABS:1,358.00-1,358.00;2
47295;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;6.05.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;7;0.8;0.9;5.04;59152;298126;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Relleno de excavación con material seleccionado B200-ABS:1,358.00-1,358.00;2
47294;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;6.22.;"CODO HD 90° EXTREMO LISO PARA PVC D=12"" (Suministro e Instalación)";UN;2;0;0;2;1397810;2795620;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Instalación de dos codos HD de 12"" de 90°-ABS:1,358.00-1,358.00";2
47292;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;NP-313;"Union Dresser D=12"" (Suministro e Instalación)";UND;1;0;0;1;660067;660067;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Instalación de una DRESSER HD de 12""-ABS:1,358.00-1,358.00";2
47291;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;NP-025;"UNION DE REPARACION PVC TIPO U.M. D=12"" (SUMINISTRO E INSTALACIÓN)";UN;2;0;0;2;840346;1680692;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Instalación de dos uniones rápidas de PVC de 12""-ABS:1,358.00-1,358.00";2
47289;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;6.12.;"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;6;0;0;6;312679;1876074;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;"Instalación de tubería de agua potable de 12""-ABS:1,358.00-1,358.00";2
47288;67;254;6.REDES DE ACUEDUCTO;idu;1358;1358;1007124;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;7;0.8;0.348;1.95;83639;163096;ORIENTAL;Calle 183;Calle 185B;92086837;TRAMO 2;Cama y recubrimiento con arena de peña de protección para tubería de agua potable -ABS:1,358.00-1,358.00;2
