registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
1;8;35;1.PRELIMINARES;IDU;330;350;1001348;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;20;8;0.356;57;19077;1087389;ORIENTAL;CALLE 172;CALLE 173;91062402;TRAMO 1;transporte de material de excavacion para conformacion de estrutura de vía;2
2;8;35;1.PRELIMINARES;IDU;325;350;1001348;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;20;8;0.35625;57;19077;1087389;ORIENTAL;CALLE 172;CALLE 173;91062402;TRAMO 1;transporte de material de excavacion para conformacion de estrutura de vía;2
3;9;39;4.ESPACIO PUBLICO;IDU;1440;1485;1000938;4.08.;BORDILLO PREFABRICADO A80 (Suministro e Instalación. Incluye 3cm Mortero de Nivelación 1:5);ML;45;0;0;45;45803;2061135;ORIENTAL;E.P.;E.P.;91062388;TRAMO 2;instalacion de bordillo para confinamiento de espacio publico;2
4;9;39;4.ESPACIO PUBLICO;IDU;1440;1485;1000938;1.03.;EXCAVACION MANUAL EN MATERIAL COMUN. Incluye cargue.;M3;45;0.3;0.12;1.62;23261;37683;ORIENTAL;E.P.;E.P.;91062388;TRAMO 2;excavación manual para instalacion de bordillo para confinamiento de espacio publico;2
5;9;39;4.ESPACIO PUBLICO;IDU;1569;1580;1000717;4.33.;SUBBASE GRANULAR B-200 (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;11;3.5;0.73;28.1;54262;1524762;ORIENTAL;E.P.;CICLORUTA;91062386;TRAMO 2;instalacion de material granular para conformacion de espacio publico;2
6;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1345;1387;1007124;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;8;1.54;4.05;49.9;59152;2951685;ORIENTAL;PZ;PZ;91062394;TRAMO 2;instalación de material granular para relleno de redes húmedas;2
7;9;39;1.PRELIMINARES;IDU;1530;1535;1000763;1.02.;EXCAVACION MECANICA EN MATERIAL COMUN (Incluye Cargue);M3;5;8.46;1.5;63.45;4819;305766;ORIENTAL;VIA;VIA;91062384;TRAMO 2;excavacion mecanica para conformación de estructura de vía;2
8;9;39;2.RELLENOS;IDU;1440;1520;1000763;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;80;13;0;1040;11519;11979760;ORIENTAL;VIA;VIA;91062384;TRAMO 2;instalacion de geotextil para estabilización de subrasante - verificar observación;2
9;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1530;1536.32;1000763;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;6.32;0.9;0.35;1.99;4819;9590;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;excavación mecanica para instalación de redes pluviales;2
10;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1530;1536.32;1000763;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6.32;0.9;0.28;1.59;94260;149873;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;instalacion de triturado para de redes pluviales;2
11;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1530;1536.32;1000763;NP-212;"TUBERIA DE CONCRETO DE ALTA RESISTENCIA D= 16"" (INCLUYE MORTERO DE INSTALACION). SUMINISTRO E INSTALACION.";ML;6.32;0;0;6.32;395343;2498568;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;instalacion de tubería extrareforzada para de redes pluviales;2
12;9;39;6.REDES DE ACUEDUCTO;IDU;1569;1580;1000717;NP-126;"SEÑALIZACIÓN PREVENTIVA PARA REDES DE SERVICIOS PÚBLICOS CON CINTA DE 500 MT X 4"" PELIGRO CALIBRE 3.5  (INCLUYE SUMINISTRO Y COLOCACIÓN)";m;11;0;0;11;246;2706;ORIENTAL;423;429;91062386;TRAMO 2;instalación de cinta de señalización preventiva, para redes de acueducto;2
13;9;39;6.REDES DE ACUEDUCTO;IDU;1569;1580;1000717;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;84;1;0;1226.4;894;1096402;ORIENTAL;423;429;91062386;TRAMO 2;transporte adicional y disposición de escombros, de material proveniente de redes de acueducto;2
14;9;39;6.REDES DE ACUEDUCTO;IDU;1569;1580;1000717;6.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;84;1;0;84;19077;1602468;ORIENTAL;423;429;91062386;TRAMO 2;transporte y disposición de escombros, de material proveniente de redes de acueducto;2
15;9;39;6.REDES DE ACUEDUCTO;IDU;1564;1580;1000717;NP-126;"SEÑALIZACIÓN PREVENTIVA PARA REDES DE SERVICIOS PÚBLICOS CON CINTA DE 500 MT X 4"" PELIGRO CALIBRE 3.5  (INCLUYE SUMINISTRO Y COLOCACIÓN)";m;11;0;0;11;246;2706;ORIENTAL;CJ;CJ;91062386;TRAMO 2;instalación de cinta de señalización preventiva, para redes de acueducto;2
16;9;39;2.RELLENOS;IDU;1384;1430;1007124;2.05.;BASE GRANULAR CLASE A (BG_A) (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;46;10;0.2;92;107934;9929928;ORIENTAL;CLL 183A;CLL 184;91062394;TRAMO 2;instalación de base granular para conformacion de estructura de vía;2
17;9;39;1.PRELIMINARES;IDU;1384;1430;1007124;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;42;1;0;42;19077;801234;ORIENTAL;CLL 183A;CLL 184;91062394;TRAMO 2;transporte y disposición de escombros para caja de vía;2
18;9;39;1.PRELIMINARES;IDU;1384;1430;1007124;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;42;1;0;613.2;894;548201;ORIENTAL;CLL 183A;CLL 184;91062394;TRAMO 2;transporte adicional y disposición de escombros para caja de vía;2
19;9;39;6.REDES DE ACUEDUCTO;IDU;1607.2;1609.7;1000717;6.12.;"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;2.5;0;0;2.5;312679;781698;ORIENTAL;ND432;ND433;91062386;TRAMO 2;instalacion de tubería para redes de acueducto;2
20;9;39;6.REDES DE ACUEDUCTO;IDU;1607.2;1609.7;1000717;6.44.;"VALVULA COMPUERTA ELASTICA VASTAGO NO ASCENDENTE EXTREMO LISO D=12"" (Suministro e Instalación)";UN;1;0;0;1;3835482;3835482;ORIENTAL;ND432;ND433;91062386;TRAMO 2;instalacion de valvula para tubería redes de acueducto;2
21;9;39;6.REDES DE ACUEDUCTO;IDU;1607.2;1609.7;1000717;NP-124;"UNION PVC TIPO U.M. D= 12"" (Suministro e Instalación)";UN;1;0;0;1;611809;611809;ORIENTAL;ND432;ND433;91062386;TRAMO 2;instalacion de unión para tubería redes de acueducto;2
22;9;39;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1520;1532.2;1000763;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;3.95;0.6;1;2.37;23261;55129;ORIENTAL;34S;35S;91062384;TRAMO 2;excavación manual para instalación de silla y, para acometidas de aguas sanitarias;2
23;9;39;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1520;1532.2;1000763;NP-208;CONEXIONES KIT SILLA YEE 315 x 160 PVC. SUMINISTRO E INSTALACIÓN.;UN;1;0;0;1;171501;171501;ORIENTAL;34S;35S;91062384;TRAMO 2;instalación de silla y, para acometidas de aguas sanitarias;2
24;9;39;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1 510.00;1 536.32;1000763;NP-036;SUBBASE GRANULAR CLASE C PARA REDES (SBG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN);M3;6.32;1.4;0.65;5.75;102991;592198;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;relleno granular para instalacion de tubería extrareforzada para de redes pluviales;2
25;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1536.3;1540;1000763;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;3.7;0.9;0.35;1.17;23261;27215;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;excavación mecanica para instalación de redes pluviales;2
26;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1536.3;1540;1000763;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;3.7;0.9;0.28;0.93;94260;87662;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;gravilla para cimentacion para instalación de redes pluviales;2
27;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1536.3;1540;1000763;NP-036;SUBBASE GRANULAR CLASE C PARA REDES (SBG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN);M3;3.7;1.4;0.65;3.37;102991;347080;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;relleno granular para instalación de redes pluviales;2
28;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1536.3;1540;1000763;NP-212;"TUBERIA DE CONCRETO DE ALTA RESISTENCIA D= 16"" (INCLUYE MORTERO DE INSTALACION). SUMINISTRO E INSTALACION.";ML;3.7;0;0;3.7;395343;1462769;ORIENTAL;PZ86;PZ85A;91062384;TRAMO 2;instalación de tubería para redes pluviales;2
29;9;40;2.RELLENOS;IDU;1440;1520;1000938;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;80;8.6;0.5;344;55950;19246800;ORIENTAL;CLL 184;CL 185A;91062388;TRAMO 2;instalación de rajón, para conformacion de estructura de vía. verificar nota en formato de campo;2
30;9;40;2.RELLENOS;IDU;1440;1520;1000938;2.04.;SUBBASE GRANULAR CLASE C (SBG_C) (Suministro, Extendido Manual, Humedecimiento y Compactación);M3;80;10;0.15;120;98848;11861760;ORIENTAL;CLL 184;CL 185A;91062388;TRAMO 2;instalación de sello para rajon para conformacion de estructura de vía. verificar nota en formato de campo;2
31;9;40;1.PRELIMINARES;IDU;1535;1545;1000763;1.02.;EXCAVACION MECANICA EN MATERIAL COMUN (Incluye Cargue);M3;10;3.5;1.5;52.5;4819;252998;ORIENTAL;CLL 185A BIS;CL 185B;91062384;TRAMO 2;excavación mecanica para conformación de estructura de vía;2
32;9;40;1.PRELIMINARES;IDU;1535;1545;1000763;1.10.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;42;1;0;42;19077;801234;ORIENTAL;CLL 185A BIS;CL 185B;91062384;TRAMO 2;transporte y disposición de escombros de material provenientes de la excavación;2
33;9;40;1.PRELIMINARES;IDU;1535;1545;1000763;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;42;1;0;613.2;894;548201;ORIENTAL;CLL 185A BIS;CL 185B;91062384;TRAMO 2;transporte adicional para la disposición de escombros de material provenientes de la excavación;2
34;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1520;1522.9;1000763;7.47.;"TUBERIA PVC SANITARIA D=6"" TIPO U.S. (Incluye Suministro e Instalación)";ML;4.5;0;0;4.5;59457;267557;ORIENTAL;PZ34S;PZ35S;91062384;TRAMO 2;instalación parcial de tubería para domiciliaria;2
35;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1520;1522.9;1000763;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;4.5;0.7;1;3.15;59152;186329;ORIENTAL;PZ34S;PZ35S;91062384;TRAMO 2;relleno granular para instalación parcial de tubería para domiciliaria;2
36;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1540;1545;1006975;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;5;0.9;0.35;1.58;23261;36752;ORIENTAL;PZ86;PZ85A;91062385;TRAMO 2;excavación para instalación de redes pluviales;2
37;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1540;1545;1006975;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;5;0.9;0.28;1.26;94260;118768;ORIENTAL;PZ86;PZ85A;91062385;TRAMO 2;instalación de triturado para instalación de redes pluviales;2
38;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1540;1545;1006975;NP-212;"TUBERIA DE CONCRETO DE ALTA RESISTENCIA D= 16"" (INCLUYE MORTERO DE INSTALACION). SUMINISTRO E INSTALACION.";ML;5;0;0;5;395343;1976715;ORIENTAL;PZ86;PZ85A;91062385;TRAMO 2;instalación de tubería para de redes pluviales;2
39;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1540;1545;1006975;NP-036;SUBBASE GRANULAR CLASE C PARA REDES (SBG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN);M3;5;1.4;0.65;4.55;102991;468609;ORIENTAL;PZ86;PZ85A;91062385;TRAMO 2;instalación de relleno granular para tubería de redes pluviales;2
40;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1385;1545;1006975;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;42;1;0;42;19077;801234;ORIENTAL;REDES;REDES;91062385;TRAMO 2;transporte y disposición de escombros provenientes de la excavación mecanica;2
41;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1385;1545;1006975;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;42;1;0;613.2;894;548201;ORIENTAL;REDES;REDES;91062385;TRAMO 2;transporte adicional para disposición de escombros provenientes de la excavación mecanica;2
42;9;40;4.ESPACIO PUBLICO;IDU;1485;1499.5;1000938;4.08.;BORDILLO PREFABRICADO A80 (Suministro e Instalación. Incluye 3cm Mortero de Nivelación 1:5);ML;14.5;0;0;14.5;45803;664144;ORIENTAL;E.P.;CICLORUTA;91062388;TRAMO 2;instalacion de bordillo de confinamiento para conformación de espacio público;2
43;9;40;4.ESPACIO PUBLICO;IDU;1580;1600;1000717;4.33.;SUBBASE GRANULAR B-200 (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;20;3.5;0.73;51.1;54262;2772788;ORIENTAL;E.P.;E.P.;91062386;TRAMO 2;instalación de relleno granular para conformación de espacio público;2
44;9;40;4.ESPACIO PUBLICO;IDU;1390;1440;1000938;NP-008;Subbase Granular Clase C.(SGBG-C) Con reciclado de concreto hidraulico. (suministro, Extendido Manual , Humedecimiento y Compacatacion con vibrocompactador);m3;50;1.6;0.12;9.6;121924;1170470;ORIENTAL;E.P.;E.P.;91062388;TRAMO 2;instalación de relleno granular para conformación de espacio público;2
45;9;40;4.ESPACIO PUBLICO;IDU;1485;1499.5;1000938;1.03.;EXCAVACION MANUAL EN MATERIAL COMUN. Incluye cargue.;M3;14.5;0.3;0.12;0.52;23261;12096;ORIENTAL;E.P.;CICLORUTA;91062388;TRAMO 2;excavación manual para instalacion de bordillo de confinamiento para conformación de espacio público;2
46;9;40;6.REDES DE ACUEDUCTO;IDU;1609.7;1610.3;1000717;6.49.;"CONSTRUCCIÓN DE CAJA PARA VALVULA D= 10"", D= 12"" DE 0.5m x0.6m H=2.0m (Incluye tapa válvula de seguridad).";UN;1;0;0;1;464626;464626;ORIENTAL;ND433;ND433;91062386;TRAMO 2;"caja para valvula de 12"" para redes de acueducto";2
47;9;40;2.RELLENOS;IDU;1520;1530;1000763;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;10;8.6;0.5;43;55950;2405850;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;estabilización de subrasante para conformacion de estructura de vía;2
48;9;40;2.RELLENOS;IDU;1520;1530;1000763;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;10;13;0;130;11519;1497470;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;instalación de geotextil para conformacion de estructura de vía;2
49;9;40;2.RELLENOS;IDU;1 520.00;1 530.00;1000763;2.04.;SUBBASE GRANULAR CLASE C (SBG_C) (Suministro, Extendido Manual, Humedecimiento y Compactación);M3;10;10;0.2;20;98848;1976960;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;instalación de material granular para conformacion de estructura de vía;2
50;9;40;2.RELLENOS;IDU;1495;1510;1006360;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;15;10.5;0;157.5;11519;1814243;ORIENTAL;CLL 185A;CLL 185A BIS;91062381;TRAMO 2;instalación de geotextil para conformacion de estructura de vía;2
51;9;40;2.RELLENOS;IDU;1495;1510;1006360;2.06.;SUBBASE GRANULAR CLASE A (SBG_A) (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador)   ;M3;15;10;0.2;30;102371;3071130;ORIENTAL;CLL 185A;CLL 185A BIS;91062381;TRAMO 2;instalación de material granular para conformacion de estructura de vía;2
52;9;40;4.ESPACIO PUBLICO;IDU;1440;1500;1000938;NP-008;Subbase Granular Clase C.(SGBG-C) Con reciclado de concreto hidraulico. (suministro, Extendido Manual , Humedecimiento y Compacatacion con vibrocompactador);m3;60;1.6;0.12;11.52;121924;1404564;ORIENTAL;E.P.;E.P.;91062388;TRAMO 2;instalación de material granular para conformación de espacio público;2
53;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1156;1217;1001035;7.02.;TRANSPORTE Y DISPOSICION FINAL DE ESCOMBROS EN SITIO AUTORIZADO (distancia de transporte 21 Km). A distancia mayor del acarreo libre (90 m) en sitio autorizado por la entidad Ambiental competente.;M3;58;1;0;58;19077;1106466;ORIENTAL;REDES;REDES;525268;TRAMO 1;transporte y disposicion de escombros provenientes de la excavación;2
54;9;40;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;1156;1217;1001035;NP-005;TRANSPORTE DE ESCOMBROS EN SITIO AUTORIZADO (DISTANCIA DE TRANSPORTE  1 KM). A DISTANCIA MAYOR DEL ACARREO LIBRE (90 M) EN SITIO AUTORIZADO POR LA ENTIDAD AMBIENTAL COMPETENTE. (SOBREACARREO MATERIAL ORGANICO);m3-km;58;1;0;846.8;894;757039;ORIENTAL;REDES;REDES;525268;TRAMO 1;transporte adicional para disposicion de escombros provenientes de la excavación;2
55;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1551.4;1562;1006975;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;12;1.54;3.25;60.06;4819;289429;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;excavacion mecanica para instalacion redes de alcantarillado sanitario;2
56;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1551.4;1562;1006975;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;12;1.54;0.293;5.41;94260;509947;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;triturado para instalacion redes de alcantarillado sanitario;2
57;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1551.4;1562;1006975;NP-040;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=14"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;12;0;0;12;128224;1538688;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;tubería para instalacion redes de alcantarillado sanitario;2
58;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1551.4;1562;1006975;NP-065;ENTIBADO CONTINUO EN CAJONES DE ACERO (EC 1B) DE ACUERDO A NORMA NS-072. INCLUYE SUMINISTRO E INSTALACION;M2;12;2.96;0;71.04;150795;10712477;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;entibado continuo para instalacion redes de alcantarillado sanitario;2
59;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1522;1522;1006975;7.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;1.8;0.6;1.5;1.62;23261;37683;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;entibado continuo para instalacion redes de alcantarillado sanitario;2
60;9;40;6.REDES DE ACUEDUCTO;IDU;1525;1525;1000763;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;10;0.5;0.35;1.75;83639;146368;ORIENTAL;CLL185A BIS;CLL 185B;91062384;TRAMO 2;instalación de arena de peña para recubrimiento de tubería existente redes de acueducto;2
61;9;40;5.ESTRUCTURAS PARA REDES;IDU;1525;1525;1000763;5.10.;CONCRETO 2000 PSI PARA REDES (Suministro y Colocación);M3;10;0.5;0.12;0.6;392244;235346;ORIENTAL;CLL185A BIS;CLL 185B;91062384;TRAMO 2;instalación de concreto para recubrimiento de tubería existente redes de acueducto;2
62;9;40;2.RELLENOS;IDU;1530;1540;1000763;2.02.;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN (Suministro, Extendido, Nivelación y Compactación Manual);M3;10;8.6;0.5;43;55950;2405850;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;instalación de rajon para conformacion de estructura de vía;2
63;9;40;2.RELLENOS;IDU;1530;1540;1000763;2.10.;GEOTEXTIL NT 4000 PARA ESTABILIZACION SUBRASANTE/CAPAS GRANULARES (Inc. Suministro e Instalación);M2;10;13;0;130;11519;1497470;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;instalación de geotextil para conformacion de estructura de vía;2
64;9;40;2.RELLENOS;IDU;1 530.00;1 540.00;1000763;2.04.;SUBBASE GRANULAR CLASE C (SBG_C) (Suministro, Extendido Manual, Humedecimiento y Compactación);M3;10;10;0.2;20;98848;1976960;ORIENTAL;CLL 185A BIS;CLL 185B;91062384;TRAMO 2;instalación de relleno granular para conformacion de estructura de vía;2
65;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1562;1568;1006975;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;6;1.54;3.25;30.03;4819;144715;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;excavacion mecanica para redes de alcantarillado sanitario;2
66;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1562;1568;1006975;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;6;1.54;0.28;2.59;94260;244133;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;triturado para redes de alcantarillado sanitario;2
67;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1562;1568;1006975;NP-040;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=14"" (INCLUYE SUMINISTRO E INSTALACIÓN)";ML;6;0;0;6;128224;769344;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;instalación de tubería para redes de alcantarillado sanitario;2
68;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1550;1568;1006975;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;18;1.54;1.07;29.66;59152;1754448;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;instalación de relleno granular para redes de alcantarillado sanitario;2
69;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1522;1522;1006975;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;5;0.6;0.21;0.63;94260;59384;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;instalación de triturado para redes de alcantarillado sanitario;2
70;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1522;1522;1006975;7.47.;"TUBERIA PVC SANITARIA D=6"" TIPO U.S. (Incluye Suministro e Instalación)";ML;5;0;0;5;59457;297285;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;instalación de tubería para redes de alcantarillado sanitario;2
71;9;40;7.SANITARIO REDES DE ALCANTARILLADO;IDU;1522;1522;1006975;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;5;0.6;1.29;3.87;59152;228918;ORIENTAL;PZ34S;PZ35S;91062385;TRAMO 2;instalación de tubería para redes de alcantarillado sanitario;2
72;9;40;4.ESPACIO PUBLICO;IDU;1430;1500;1000938;4.33.;SUBBASE GRANULAR B-200 (Suministro, Extendido, Nivelación, Humedecimiento y Compactación con vibrocompactador);M3;70;0.797;0.4;22.32;54262;1211128;ORIENTAL;E.P.;ZONA VERDE;91062388;TRAMO 2;instalacion de material granular para conformacion de zona verde en espacio publico;2
