registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
50956;71;270;8.CODENSA REDES SECAS;IDU;225.96;514.96;1001348;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;-16;0;0;-16;17971;-287536;ORIENTAL;cl 172;cl 173;91062402;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50955;71;270;8.CODENSA REDES SECAS;IDU;224.4;513.4;1001348;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;-316;0;0;-316;17971;-5678836;OCCIDENTAL;cl 172;cl 173;503554;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50954;71;270;8.CODENSA REDES SECAS;IDU;1567.28;1615.41;1000717;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;-6;0;0;-6;17971;-107826;OCCIDENTAL;cl 185 b;cl 186;525259;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50953;71;270;8.CODENSA REDES SECAS;IDU;896.02;936.02;1001222;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;-1;0;0;-1;17971;-17971;OCCIDENTAL;cl 180;cl 181;92086832;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50952;71;270;8.CODENSA REDES SECAS;IDU;1.5;225.96;1001382;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;5;0;0;5;17971;89855;ORIENTAL;cl 170;cl 172;503551;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50951;71;270;8.CODENSA REDES SECAS;IDU;0;67.5;1001382;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;5;0;0;5;17971;89855;ORIENTAL;cl 170;cl 172;91062412;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50950;71;270;8.CODENSA REDES SECAS;IDU;2169.2;2348.01;1000131;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;25;0;0;25;17971;449275;ORIENTAL;cl 191;cl 192;525262;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50949;71;270;8.CODENSA REDES SECAS;IDU;1310.9;1349.66;1007125;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;5;0;0;5;17971;89855;OCCIDENTAL;cl 183;cl 185 b;91019381;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50948;71;270;8.CODENSA REDES SECAS;IDU;1214.58;1310.9;1006372;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;5;0;0;5;17971;89855;OCCIDENTAL;cl 182 a;cl 183;91062407;TRAMO 1;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50947;71;270;8.CODENSA REDES SECAS;IDU;1512.6;1540;1000763;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;ORIENTAL;cl 183;cl 185 b;92086823;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50946;71;270;8.CODENSA REDES SECAS;IDU;2370;2392.16;1000035;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 192;cl 193;141479;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50945;71;270;8.CODENSA REDES SECAS;IDU;1540;1570;1006975;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 185 b;cl 186;92086824;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50944;71;270;8.CODENSA REDES SECAS;IDU;2336.36;2386;1000041;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 192;cl 193;525251;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50943;71;270;8.CODENSA REDES SECAS;IDU;1856;1941;1000396;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;12;0;0;12;17971;215652;ORIENTAL;cl 188 bis;cl 189;92086804;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50942;71;270;8.CODENSA REDES SECAS;IDU;1850;1856;1007358;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;ORIENTAL;cl 188 bis;cl 189;92086815;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50941;71;270;8.CODENSA REDES SECAS;IDU;1822.52;1845.14;1008485;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;1;0;0;1;17971;17971;ORIENTAL;cl 188;cl 188 bis;92086814;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50940;71;270;8.CODENSA REDES SECAS;IDU;1403.3;1492.3;1000938;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 183;cl 185 b;92086825;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50939;71;270;8.CODENSA REDES SECAS;IDU;1351;1403.3;1007124;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 183;cl 185 b;92086837;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50938;71;270;8.CODENSA REDES SECAS;IDU;1327.2;1351;1007125;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;ORIENTAL;cl 183;cl 185 b;92086840;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50937;71;270;8.CODENSA REDES SECAS;IDU;2168.51;2336.36;1000131;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;12;0;0;12;17971;215652;ORIENTAL;cl 191;cl 192;525263;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50936;71;270;8.CODENSA REDES SECAS;IDU;2167.5;2168;1000138;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;ORIENTAL;cl 181;kr 9;7018;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50935;71;270;8.CODENSA REDES SECAS;IDU;1993.37;2148.5;1000259;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;52;0;0;52;17971;934492;ORIENTAL;cl 189;cl 191;525254;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50934;71;270;8.CODENSA REDES SECAS;IDU;1949;1993.37;1006819;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;16;0;0;16;17971;287536;ORIENTAL;cl 189;cl 191;92053080;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50932;71;270;8.CODENSA REDES SECAS;IDU;1750;1822.52;1000490;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;12;0;0;12;17971;215652;ORIENTAL;cl 187 a;cl 188;92086803;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50931;71;270;8.CODENSA REDES SECAS;IDU;1723.14;1744.75;1006359;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 187;cl 187 a;92086813;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50930;71;270;8.CODENSA REDES SECAS;IDU;1621;1723.14;1008278;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;12;0;0;12;17971;215652;ORIENTAL;cl 186;cl 187;92086802;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50929;71;270;8.CODENSA REDES SECAS;IDU;1570;1614;1000717;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;ORIENTAL;cl 185 b;cl 186;92086822;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50928;71;270;8.CODENSA REDES SECAS;IDU;1492.3;1512.6;1006360;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;ORIENTAL;cl 183;cl 185 b;92086821;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50927;71;270;8.CODENSA REDES SECAS;IDU;2165.03;2332.88;1000131;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;24;0;0;24;17971;431304;OCCIDENTAL;cl 191;cl 192;92086812;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50926;71;270;8.CODENSA REDES SECAS;IDU;1990.11;2165.03;1000259;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;16;0;0;16;17971;287536;OCCIDENTAL;cl 189;cl 191;92086805;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50925;71;270;8.CODENSA REDES SECAS;IDU;1946.13;1990.11;1006819;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;OCCIDENTAL;cl 189;cl 191;92086834;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50924;71;270;8.CODENSA REDES SECAS;IDU;1844.13;1860.77;1007358;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;8;0;0;8;17971;143768;OCCIDENTAL;cl 188 bis;cl 189;92086816;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
50923;71;270;8.CODENSA REDES SECAS;IDU;1822.23;1844.13;1008485;NP-318;SUMINISTRO E INSTALACION DE PASOS EN ACERO F’Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).;UND;4;0;0;4;17971;71884;OCCIDENTAL;cl 188;cl 188 bis;92086817;TRAMO 2;Ajuste y cierre de cantidades para el item de cobro NP-318 SUMINISTRO E INSTALACION DE PASOS EN ACERO Fâ€™Y=6000 #5(5/8) PARA CAJAS ENEL-CODENSA (INCLUYE RECUBRIMIENTO EPOXICO Y PINTURA).  (Anden. Incluye Base Muros Pañete Marco y Tapas).. Balance de cantidades en donde se descuentan las cantidades cobradas a la fecha y se recobran de acuerdo a este reporte. Cantidades reportadas y validadas de acuerdo a información enviada a Interventoría;2
